V5001,V5002,V5003,case_number,V5005,V5006,V5007,V5008,V5009,V5010,V5011
5,3,AR0180400,FV-NX8N7NUF3,20161110,1,0,U,U,1,U
5,3,AR0180400,FV-NX8V7NUF3,20161111,1,26,F,W,1,N
5,3,AR0180400,FV-NX8Z7NUF3,20161111,1,17,M,B,1,N
5,3,AR0180400,FV-NXD57NUF3,20161225,1,26,M,B,1,N
5,3,AR0180400,FV-NXDI7NUF3,20161223,1,0,U,U,1,U
5,3,AR0180400,FV-NXO 7NUF3,20161216,1,0,U,U,1,U
5,3,AR0180400,FV-NXO57NUF3,20161206,1,0,U,U,2,U
5,3,AR0180400,FV-NXO57NUF3,20161206,2,17,M,B, ,N
5,3,AR0180400,FV-NXOI7NUF3,20161208,1,50,M,B,1,N
5,3,AR0180400,FV-NXOJ7NUF3,20161221,1,27,F,B,2,N
5,3,AR0180400,FV-NXOJ7NUF3,20161221,2,20,F,B, ,N
5,3,AR0180400,FV-NXON7NUF3,20160610,1,57,M,B,1,N
5,3,AR0180400,FV-NXOY7NUF3,20161122,1,35,F,B,1,N
5,3,AR0180400,FV-NXR 7NUF3,20161129,1,32,M,W,1,N
5,3,AR0180400,FV-NXRJ7NUF3,20161202,1,0,U,U,1,U
5,3,AR0180400,FV-NXRK7NUF3,20161118,1,21,F,B,1,N
5,3,AR0180400,FV-NXW17NUF3,20161016,0, , , ,1, 
5,3,AR0180400,FV-NXWY7NUF3,20161019,1,0,U,U,1,U
5,3,AR0180400,FV-NXWZ7NUF3,20161014,1,0,U,U,1,U
5,3,AR0180400,TL-W50J9W3TD,20160228,1,0,F,B,2,N
5,3,AR0180400,TL-W50J9W3TD,20160228,2,0,F,B, ,N
5,3,AR0180400,TL-W50Q9W3TD,20160217,1,18,M,B,1,U
5,3,AR0180400,TL-W50W9W3TD,20160221,1,25,M,B,1,N
5,3,AR0180400,TL-W5459W3TD,20160509,1,25,M,B,1,N
5,3,AR0180400,TL-W5479W3TD,20160502,1,0,U,U,1,U
5,3,AR0180400,TL-W54J9W3TD,20160505,1,0,U,U,1,U
5,3,AR0180400,TL-W54L9W3TD,20160501,1,0,U,U,1,U
5,3,AR0180400,TL-W54Y9W3TD,20160504,1,14,F,B,1,U
5,3,AR0180400,TL-W5H59W3TD,20160108,1,21,F,B,4,N
5,3,AR0180400,TL-W5H59W3TD,20160108,2,20,M,B, ,U
5,3,AR0180400,TL-W5H59W3TD,20160108,3,18,M,B, ,N
5,3,AR0180400,TL-W5H59W3TD,20160108,4,19,M,B, ,N
5,3,AR0180400,TL-W5HL9W3TD,20160106,0, , , ,1, 
5,3,AR0180400,TL-W5HP9W3TD,20160101,1,24,M,B,1,N
5,3,AR0180400,TL-W5I79W3TD,20160410,1,52,M,B,1,N
5,3,AR0180400,TL-W5IL9W3TD,20160407,0, , , ,1, 
5,3,AR0180400,TL-W5IP9W3TD,20160323,1,0,U,U,1,U
5,3,AR0180400,TL-W5IW9W3TD,20160401,1,0,U,U,1,U
5,3,AR0180400,TL-W5IY9W3TD,20160411,1,15,F,B,1,N
5,3,AR0180400,TL-W5J79W3TD,20160205,1,0,U,U,1,U
5,3,AR0180400,TL-W5JL9W3TD,20160204,1,0,U,U,1,U
5,3,AR0180400,TL-W5JQ9W3TD,20160201,1,0,M,B,1,H
5,3,AR0180400,TL-W5JY9W3TD,20160208,1,18,M,W,7,N
5,3,AR0180400,TL-W5JY9W3TD,20160208,2,19,M,W, ,N
5,3,AR0180400,TL-W5JY9W3TD,20160208,3,20,M,W, ,N
5,3,AR0180400,TL-W5JY9W3TD,20160208,4,16,F,W, ,N
5,3,AR0180400,TL-W5JY9W3TD,20160208,5,16,F,W, ,N
5,3,AR0180400,TL-W5JY9W3TD,20160208,6,18,M,W, ,N
5,3,AR0180400,TL-W5JY9W3TD,20160208,7,19,M,W, ,N
5,3,AR0180400,TL-W5M49W3TD,20160116,1,38,M,W,2,N
5,3,AR0180400,TL-W5M49W3TD,20160116,2,28,F,W, ,N
5,3,AR0180400,TL-W5M59W3TD,20160128,1,0,U,U,1,U
5,3,AR0180400,TL-W5M79W3TD,20160121,0, , , ,1, 
5,3,AR0180400,TL-W5ML9W3TD,20160112,0, , , ,1, 
5,3,AR0180400,TL-W5MY9W3TD,20160122,1,34,M,W,1,N
5,3,AR0180400,TL-W5N59W3TD,20160425,0, , , ,1, 
5,3,AR0180400,TL-W5N79W3TD,20160418,1,0,U,U,1,U
5,3,AR0180400,TL-W5NJ9W3TD,20160424,1,31,F,W,1,N
5,3,AR0180400,TL-W5NW9W3TD,20160419,1,0,U,U,1,U
5,3,AR0180400,TL-W5UJ9W3TD,20160328,1,0,U,U,1,U
5,3,AR0180400,TL-W5UK9W3TD,20160329,1,0,U,U,1,U
5,3,AR0180400,TL-W5UL9W3TD,20160323,1,0,U,U,1,U
5,3,AR0180400,TL-W5UP9W3TD,20160319,1,0,U,U,1,U
5,3,AR0180400,TL-W5UQ9W3TD,20160321,1,19,F,B,1,N
5,3,AR0180400,TL-W5UW9W3TD,20160323,1,28,M,B,1,N
5,3,AR0180400,TL-W5WP9W3TD,20160510,1,0,U,U,1,U
5,3,AR0180400,TL-W5WQ9W3TD,20160511,1,14,M,W,1,N
5,3,AR0180400,TL-W5Z59W3TD,20160316,1,0,U,U,1,U
5,3,AR0180400,TL-W5ZJ9W3TD,20160314,1,18,M,B,1,N
5,3,AR0180400,TL-W5ZL9W3TD,20160308,1,0,U,U,1,U
5,3,AR0180400,TL-W5ZW9W3TD,20160302,1,0,M,B,1,N
5,3,AR0180400,TL-W5ZY9W3TD,20160312,1,36,F,W,2,N
5,3,AR0180400,TL-W5ZY9W3TD,20160312,2,35,M,W, ,N
5,3,AR0180400,TL-WE059W3TD,20160716,1,52,M,B,1,N
5,3,AR0180400,TL-WE0L9W3TD,20160707,1,0,U,U,1,U
5,3,AR0180400,TL-WE0Q9W3TD,20160704,1,36,M,B,1,N
5,3,AR0180400,TL-WE0W9W3TD,20160706,1,22,F,B,2,N
5,3,AR0180400,TL-WE0W9W3TD,20160706,2,25,M,B, ,U
5,3,AR0180400,TL-WE479W3TD,20160907,1,31,F,B,1,N
5,3,AR0180400,TL-WE4J9W3TD,20160909,1,20,M,W,1,N
5,3,AR0180400,TL-WE4Q9W3TD,20160701,1,57,F,W,1,N
5,3,AR0180400,TL-WE4W9W3TD,20160904,1,36,M,W,1,N
5,3,AR0180400,TL-WE4Y9W3TD,20160908,1,67,M,W,1,N
5,3,AR0180400,TL-WEH59W3TD,20160604,1,56,F,B,1,N
5,3,AR0180400,TL-WEHJ9W3TD,20160601,1,0,U,U,1,U
5,3,AR0180400,TL-WEHL9W3TD,20160529,1,24,M,B,1,N
5,3,AR0180400,TL-WEHQ9W3TD,20160524,1,42,M,B,1,U
5,3,AR0180400,TL-WEHY9W3TD,20160531,0, , , ,1, 
5,3,AR0180400,TL-WEI49W3TD,20160808,1,0,U,U,1,U
5,3,AR0180400,TL-WEIL9W3TD,20160811,1,24,M,B,1,N
5,3,AR0180400,TL-WEJ59W3TD,20160701,1,57,M,W,1,N
5,3,AR0180400,TL-WEJ79W3TD,20160627,1,49,M,W,1,H
5,3,AR0180400,TL-WEJJ9W3TD,20160629,1,35,M,B,1,N
5,3,AR0180400,TL-WEJY9W3TD,20160627,1,27,M,B,1,N
5,3,AR0180400,TL-WEM49W3TD,20160607,1,0,U,U,2,U
5,3,AR0180400,TL-WEM49W3TD,20160607,2,0,U,U, ,U
5,3,AR0180400,TL-WEMJ9W3TD,20160615,0, , , ,1, 
5,3,AR0180400,TL-WEML9W3TD,20160611,1,22,M,B,3,N
5,3,AR0180400,TL-WEML9W3TD,20160611,2,17,M,B, ,N
5,3,AR0180400,TL-WEML9W3TD,20160611,3,22,M,B, ,N
5,3,AR0180400,TL-WEMP9W3TD,20160605,1,0,U,U,1,U
5,3,AR0180400,TL-WEMQ9W3TD,20160606,0, , , ,1, 
5,3,AR0180400,TL-WEMW9W3TD,20160609,1,27,M,W,1,H
5,3,AR0180400,TL-WEMY9W3TD,20160614,1,19,F,B,1,N
5,3,AR0180400,TL-WEN79W3TD,20160825,0, , , ,1, 
5,3,AR0180400,TL-WENJ9W3TD,20160828,1,0,U,U,1,U
5,3,AR0180400,TL-WENL9W3TD,20160825,1,15,F,W,1,U
5,3,AR0180400,TL-WENQ9W3TD,20160816,1,67,M,B,1,N
5,3,AR0180400,TL-WENY9W3TD,20160826,1,23,M,B,3,N
5,3,AR0180400,TL-WENY9W3TD,20160826,2,18,M,B, ,N
5,3,AR0180400,TL-WENY9W3TD,20160826,3,20,M,B, ,N
5,3,AR0180400,TL-WEU49W3TD,20160730,1,0,U,U,1,U
5,3,AR0180400,TL-WEU79W3TD,20160803,1,0,U,U,1,U
5,3,AR0180400,TL-WEUK9W3TD,20160806,3,14,M,B,2,N
5,3,AR0180400,TL-WEUK9W3TD,20160806,4,17,M,B, ,N
5,3,AR0180400,TL-WEUQ9W3TD,20160729,1,22,M,W,2,N
5,3,AR0180400,TL-WEUQ9W3TD,20160729,2,21,F,W, ,N
5,3,AR0180400,TL-WEUW9W3TD,20160731,1,17,M,B,1,N
5,3,AR0180400,TL-WEUY9W3TD,20160803,1,0,U,U,1,U
5,3,AR0180400,TL-WEWJ9W3TD,20160921,1,49,M,B,1,N
5,3,AR0180400,TL-WEWK9W3TD,20160921,1,0,U,U,1,U
5,3,AR0180400,TL-WEWL9W3TD,20160918,1,21,M,W,1,N
5,3,AR0180400,TL-WEWQ9W3TD,20160914,1,0,U,U,1,U
5,3,AR0180400,TL-WEZ59W3TD,20160725,1,0,U,U,1,U
5,3,AR0180400,TL-WEZ79W3TD,20160722,1,0,U,U,1,U
5,3,AR0180400,TL-WEZK9W3TD,20160725,1,0,U,U,1,U
5,3,AR0180400,TL-WEZQ9W3TD,20160718,1,15,F,B,1,N
5,3,AR0180400,TL-WEZW9W3TD,20160721,1,22,M,B,1,N
5,3,AR0180400,TL-WN059W3TD,20161030,1,0,U,U,1,U
5,3,AR0180400,TL-WN079W3TD,20161110,1,0,U,U,1,U
5,3,AR0180400,TL-WN0J9W3TD,20161113,1,16,M,W,1,U
5,3,AR0180400,TL-WNH49W3TD,20160928,1,18,M,B,4,N
5,3,AR0180400,TL-WNH49W3TD,20160928,2,22,M,B, ,N
5,3,AR0180400,TL-WNH49W3TD,20160928,3,17,M,B, ,N
5,3,AR0180400,TL-WNH49W3TD,20160928,4,18,M,B, ,N
5,3,AR0180400,TL-WNH79W3TD,20161002,1,34,M,W,1,N
5,3,AR0180400,TL-WNHJ9W3TD,20161004,1,25,M,B,1,N
5,3,AR0180400,TL-WNHP9W3TD,20160925,1,11,F,B,2,N
5,3,AR0180400,TL-WNHP9W3TD,20160925,2,12,F,B, ,N
5,3,AR0180400,TL-WNHW9W3TD,20160926,1,15,F,W,2,N
5,3,AR0180400,TL-WNHW9W3TD,20160926,2,16,F,W, ,N
5,3,AR0180400,TL-WNIP9W3TD,20161223,1,25,M,B,1,N
5,3,AR0180400,TL-WNIW9W3TD,20161229,1,0,U,U,1,U
5,3,AR0180400,TL-WNJ49W3TD,20161023,1,37,M,W,1,N
5,3,AR0180400,TL-WNJK9W3TD,20161102,1,40,M,W,1,N
5,3,AR0180400,TL-WNJL9W3TD,20161028,0, , , ,1, 
5,3,AR0180400,TL-WNJW9W3TD,20161023,1,16,M,B,1,N
5,3,AR0180400,TL-WNM79W3TD,20161014,1,25,M,W,1,N
5,3,AR0180400,TL-WNMJ9W3TD,20161018,1,25,M,B,1,N
5,3,AR0180400,TL-WNML9W3TD,20161011,1,0,M,W,1,N
5,3,AR0180400,TL-WNMQ9W3TD,20161009,2,16,M,B,4,N
5,3,AR0180400,TL-WNMQ9W3TD,20161009,3,27,M,B, ,N
5,3,AR0180400,TL-WNMQ9W3TD,20161009,4,18,M,B, ,N
5,3,AR0180400,TL-WNMQ9W3TD,20161009,5,19,M,B, ,N
5,3,AR0180400,TL-WNU79W3TD,20161214,1,0,U,U,1,U
5,3,AR0180400,TL-WNUK9W3TD,20161219,1,45,M,W,1,N
5,3,AR0180400,TL-WNUL9W3TD,20161212,1,18,F,W,2,N
5,3,AR0180400,TL-WNUL9W3TD,20161212,2,24,F,W, ,N
5,3,AR0180400,TL-WNZ49W3TD,20161121,1,0,U,U,1,U
5,3,AR0180400,TL-WNZ59W3TD,20161125,1,0,U,U,1,U
5,3,AR0180400,TL-WNZ79W3TD,20161127,1,0,U,U,1,U
5,3,AR0180400,TW-WNIK9W3TD,20151213,1,29,M,B,1,N
5,3,AR0180400,W -ZL6I4ZJW5,20161224,1,0,U,U,1,U
5,3,AR0180400,W -ZL6S4ZJW5,20161229,1,0,U,U,1,U
5,3,AR0180400,W -ZL6Z4ZJW5,20160501,1,19,M,B,1,N
5,3,AR0180400,W -ZLD14ZJW5,20161101,1,0,U,U,1,U
5,3,AR0180400,W -ZLV14ZJW5,20161116,1,38,M,W,1,N
5,3,AR0180400,W -ZLVX4ZJW5,20161231,1,0,M,W,1,N
5,3,AR0180400,W1-ZL 24ZJW5,20160320,1,16,F,B,2,N
5,3,AR0180400,W1-ZL 24ZJW5,20160320,2,16,F,B, ,N
5,3,AR0180400,W1-ZL I4ZJW5,20160322,1,0,M,U,1,N
5,3,AR0180400,W1-ZL L4ZJW5,20160329,1,25,M,W,1,H
5,3,AR0180400,W1-ZL S4ZJW5,20160321,1,19,M,B,1,N
5,3,AR0180400,W1-ZL624ZJW5,20160102,1,39,M,B,2,N
5,3,AR0180400,W1-ZL624ZJW5,20160102,2,39,M,B, ,N
5,3,AR0180400,W1-ZL6L4ZJW5,20160111,1,0,U,U,1,U
5,3,AR0180400,W1-ZL6Z4ZJW5,20151127,1,26,F,W,1,U
5,3,AR0180400,W1-ZL714ZJW5,20160117,1,30,F,W,1,N
5,3,AR0180400,W1-ZL7I4ZJW5,20160120,2,33,F,B,2,N
5,3,AR0180400,W1-ZL7I4ZJW5,20160120,3,37,M,B, ,N
5,3,AR0180400,W1-ZL7L4ZJW5,20160127,1,36,F,W,1,N
5,3,AR0180400,W1-ZLD-4ZJW5,20160311,0, , , ,1, 
5,3,AR0180400,W1-ZLD24ZJW5,20160305,1,24,M,W,1,N
5,3,AR0180400,W1-ZLO-4ZJW5,20160226,1,26,M,B,1,N
5,3,AR0180400,W1-ZLOS4ZJW5,20160218,1,35,M,B,1,N
5,3,AR0180400,W1-ZLOV4ZJW5,20160228,1,13,M,B,1,N
5,3,AR0180400,W1-ZLQ-4ZJW5,20160410,1,0,M,B,2,N
5,3,AR0180400,W1-ZLQ-4ZJW5,20160410,2,0,M,B, ,N
5,3,AR0180400,W1-ZLQ14ZJW5,20160407,1,0,U,U,1,U
5,3,AR0180400,W1-ZLQ24ZJW5,20160403,1,23,F,B,1,N
5,3,AR0180400,W1-ZLQI4ZJW5,20160409,1,38,M,W,1,N
5,3,AR0180400,W1-ZLQX4ZJW5,20160331,0, , , ,1, 
5,3,AR0180400,W1-ZLR14ZJW5,20160420,1,14,M,B,2,N
5,3,AR0180400,W1-ZLR14ZJW5,20160420,2,14,M,W, ,N
5,3,AR0180400,W1-ZLRI4ZJW5,20160421,1,0,U,U,1,U
5,3,AR0180400,W1-ZLRL4ZJW5,20160426,1,14,F,B,2,N
5,3,AR0180400,W1-ZLRL4ZJW5,20160426,2,15,F,B, ,N
5,3,AR0180400,W1-ZLRV4ZJW5,20160423,1,24,M,W,2,N
5,3,AR0180400,W1-ZLRV4ZJW5,20160423,2,28,F,W, ,N
5,3,AR0180400,W1-ZLRX4ZJW5,20160415,1,30,M,W,2,N
5,3,AR0180400,W1-ZLRX4ZJW5,20160415,2,18,M,W, ,H
5,3,AR0180400,W1-ZLS-4ZJW5,20160502,1,39,M,W,1,N
5,3,AR0180400,W1-ZLS24ZJW5,20160427,1,17,M,B,1,N
5,3,AR0180400,W1-ZLSI4ZJW5,20160502,1,19,M,W,1,N
5,3,AR0180400,W1-ZLSL4ZJW5,20160508,1,57,M,W,1,N
5,3,AR0180400,W1-ZLSS4ZJW5,20160429,1,0,U,U,1,U
5,3,AR0180400,W1-ZLSZ4ZJW5,20160501,1,15,M,B,2,N
5,3,AR0180400,W1-ZLSZ4ZJW5,20160501,2,17,M,B, ,N
5,3,AR0180400,W1-ZLZ14ZJW5,20160514,1,17,M,B,2,N
5,3,AR0180400,W1-ZLZ14ZJW5,20160514,2,16,M,B, ,N
5,3,AR0180400,W1-ZLZL4ZJW5,20160521,1,0,U,U,2,U
5,3,AR0180400,W1-ZLZL4ZJW5,20160521,2,0,U,U, ,U
5,3,AR0180400,W1-ZLZS4ZJW5,20160512,1,0,M,B,1,U
5,3,AR0180400,W1-ZLZV4ZJW5,20160519,1,22,M,W,1,N
5,3,AR0180400,W1-ZR 14ZJW5,20160915,1,40,M,B,1,N
5,3,AR0180400,W1-ZR 24ZJW5,20161202,1,0,U,U,1,U
5,3,AR0180400,W1-ZR C4ZJW5,20161216,1,0,U,U,1,U
5,3,AR0180400,W1-ZR L4ZJW5,20161220,1,54,M,B,1,N
5,3,AR0180400,W1-ZR X4ZJW5,20161203,1,0,U,U,1,U
5,3,AR0180400,W1-ZR6C4ZJW5,20161004,1,26,M,W,1,N
5,3,AR0180400,W1-ZR6L4ZJW5,20161007,1,34,M,W,1,N
5,3,AR0180400,W1-ZR6S4ZJW5,20160927,1,45,M,B,2,N
5,3,AR0180400,W1-ZR6S4ZJW5,20160927,2,40,M,B, ,N
5,3,AR0180400,W1-ZR6V4ZJW5,20161004,1,16,F,B,1,N
5,3,AR0180400,W1-ZR714ZJW5,20161013,0, , , ,1, 
5,3,AR0180400,W1-ZR7I4ZJW5,20161014,1,29,M,B,1,N
5,3,AR0180400,W1-ZR7S4ZJW5,20161009,1,0,U,U,1,U
5,3,AR0180400,W1-ZR7V4ZJW5,20161017,1,45,M,W,1,U
5,3,AR0180400,W1-ZR7X4ZJW5,20161008,1,0,U,U,1,U
5,3,AR0180400,W1-ZR7Z4ZJW5,20161012,1,0,U,U,1,U
5,3,AR0180400,W1-ZRD-4ZJW5,20161128,1,34,M,W,1,N
5,3,AR0180400,W1-ZRDV4ZJW5,20161129,1,17,F,B,2,N
5,3,AR0180400,W1-ZRDV4ZJW5,20161129,2,16,F,B, ,N
5,3,AR0180400,W1-ZRDZ4ZJW5,20161122,1,0,U,U,1,U
5,3,AR0180400,W1-ZRO14ZJW5,20161111,1,16,M,B,2,N
5,3,AR0180400,W1-ZRO14ZJW5,20161111,2,16,M,B, ,N
5,3,AR0180400,W1-ZROI4ZJW5,20161111,1,17,F,B,3,N
5,3,AR0180400,W1-ZROI4ZJW5,20161111,2,17,F,B, ,N
5,3,AR0180400,W1-ZROI4ZJW5,20161111,3,15,F,B, ,N
5,3,AR0180400,W1-ZROL4ZJW5,20161116,1,15,M,W,1,N
5,3,AR0180400,W1-ZROZ4ZJW5,20161109,1,24,M,W,1,N
5,3,AR0180400,W1-ZRQ14ZJW5,20161230,1,36,M,W,1,N
5,3,AR0180400,W1-ZRQ24ZJW5,20161223,1,0,U,U,1,U
5,3,AR0180400,W1-ZRQS4ZJW5,20161226,1,42,M,W,1,N
5,3,AR0180400,W1-ZRV-4ZJW5,20161031,1,30,M,W,1,N
5,3,AR0180400,W1-ZRV14ZJW5,20161028,1,13,F,B,1,N
5,3,AR0180400,W1-ZRVC4ZJW5,20161031,1,37,M,W,2,N
5,3,AR0180400,W1-ZRVC4ZJW5,20161031,2,30,F,W, ,N
5,3,AR0180400,W1-ZU -4ZJW5,20160804,1,20,M,W,1,N
5,3,AR0180400,W1-ZU 24ZJW5,20160727,0, , , ,1, 
5,3,AR0180400,W1-ZU L4ZJW5,20160806,1,64,M,W,1,N
5,3,AR0180400,W1-ZU V4ZJW5,20160806,1,30,F,B,1,N
5,3,AR0180400,W1-ZU614ZJW5,20160524,1,33,M,W,2,N
5,3,AR0180400,W1-ZU614ZJW5,20160524,2,19,M,W, ,U
5,3,AR0180400,W1-ZU6I4ZJW5,20160528,1,15,M,B,2,N
5,3,AR0180400,W1-ZU6I4ZJW5,20160528,2,17,M,B, ,N
5,3,AR0180400,W1-ZU6L4ZJW5,20160603,1,0,U,U,1,U
5,3,AR0180400,W1-ZU6S4ZJW5,20160509,0, , , ,1, 
5,3,AR0180400,W1-ZU6Z4ZJW5,20160526,1,15,F,B,4,N
5,3,AR0180400,W1-ZU6Z4ZJW5,20160526,2,15,F,B, ,N
5,3,AR0180400,W1-ZU6Z4ZJW5,20160526,3,16,F,B, ,N
5,3,AR0180400,W1-ZU6Z4ZJW5,20160526,4,17,F,B, ,N
5,3,AR0180400,W1-ZU714ZJW5,20160609,1,25,M,B,1,U
5,3,AR0180400,W1-ZU7C4ZJW5,20160614,1,0,U,U,1,U
5,3,AR0180400,W1-ZU7S4ZJW5,20160605,1,45,M,W,1,N
5,3,AR0180400,W1-ZU7V4ZJW5,20160614,1,23,F,B,1,U
5,3,AR0180400,W1-ZU7X4ZJW5,20160604,1,20,F,B,1,N
5,3,AR0180400,W1-ZU7Z4ZJW5,20160607,1,24,M,B,1,U
5,3,AR0180400,W1-ZUD24ZJW5,20160718,1,24,M,B,1,N
5,3,AR0180400,W1-ZUDC4ZJW5,20160725,1,25,M,B,1,N
5,3,AR0180400,W1-ZUDL4ZJW5,20160715,1,0,U,U,1,U
5,3,AR0180400,W1-ZUDS4ZJW5,20160719,1,0,U,U,1,U
5,3,AR0180400,W1-ZUO14ZJW5,20160707,0, , , ,1, 
5,3,AR0180400,W1-ZUOI4ZJW5,20160708,1,37,M,B,1,N
5,3,AR0180400,W1-ZUOV4ZJW5,20160711,1,13,M,W,1,N
5,3,AR0180400,W1-ZUOX4ZJW5,20160701,1,37,M,W,1,N
5,3,AR0180400,W1-ZUQC4ZJW5,20160815,1,30,M,W,2,N
5,3,AR0180400,W1-ZUQC4ZJW5,20160815,2,28,F,W, ,N
5,3,AR0180400,W1-ZUQL4ZJW5,20160817,1,29,M,W,1,N
5,3,AR0180400,W1-ZUQS4ZJW5,20160808,0, , , ,1, 
5,3,AR0180400,W1-ZUQV4ZJW5,20160814,1,18,M,W,1,N
5,3,AR0180400,W1-ZUQX4ZJW5,20160808,1,34,F,B,1,N
5,3,AR0180400,W1-ZUR14ZJW5,20160822,1,0,M,W,2,U
5,3,AR0180400,W1-ZUR14ZJW5,20160822,2,0,M,W, ,U
5,3,AR0180400,W1-ZURC4ZJW5,20160829,1,29,F,B,1,N
5,3,AR0180400,W1-ZURI4ZJW5,20160826,1,27,M,B,1,N
5,3,AR0180400,W1-ZURV4ZJW5,20160827,1,46,M,W,1,N
5,3,AR0180400,W1-ZURZ4ZJW5,20160823,1,0,U,U,1,U
5,3,AR0180400,W1-ZUS-4ZJW5,20160908,1,14,M,B,1,N
5,3,AR0180400,W1-ZUS14ZJW5,20160904,1,0,U,U,1,U
5,3,AR0180400,W1-ZUSL4ZJW5,20160909,1,44,M,B,1,N
5,3,AR0180400,W1-ZUSZ4ZJW5,20160904,1,36,M,W,1,U
5,3,AR0180400,W1-ZUV14ZJW5,20160624,1,20,M,W,1,N
5,3,AR0180400,W1-ZUVV4ZJW5,20160629,1,0,U,U,1,U
5,3,AR0180400,W1-ZUVX4ZJW5,20160616,1,0,U,U,1,U
5,3,AR0180400,W1-ZUVZ4ZJW5,20160623,0, , , ,1, 
5,3,AR0180400,W1-ZUZC4ZJW5,20160920,1,0,F,B,4,N
5,3,AR0180400,W1-ZUZC4ZJW5,20160920,2,0,F,B, ,N
5,3,AR0180400,W1-ZUZC4ZJW5,20160920,3,0,M,B, ,N
5,3,AR0180400,W1-ZUZC4ZJW5,20160920,4,13,F,B, ,N
5,3,AR0180400,W1-ZUZS4ZJW5,20160915,1,23,M,W,1,N
5,3,AR0180400,W1-ZUZV4ZJW5,20160921,1,31,F,W,1,N
5,3,AR0180400,W1-ZUZX4ZJW5,20160913,1,23,F,W,3,N
5,3,AR0180400,W1-ZUZX4ZJW5,20160913,2,0,F,W, ,U
5,3,AR0180400,W1-ZUZX4ZJW5,20160913,3,0,U,U, ,U
5,3,AR0180400,W1-ZUZZ4ZJW5,20160916,0, , , ,1, 
5,3,AR0190000,I0GR ZH72 N,20161101,1,27,M,W,1, 
5,3,AR0190000,I0V0 ZH72 N,20161101,1,0,M,B,2,U
5,3,AR0190000,I0V0 ZH72 N,20161101,2,0,M,B, ,U
5,3,AR0190000,5F1P-0A3H7VS,20161230,1,18,U,W,2,N
5,3,AR0190000,5F1P-0A3H7VS,20161230,2,24,U,W, ,N
5,3,AR0190000,5F1Z-183I4VS,20161211,1,43,U,W,1, 
5,3,AR0190000,5F1Z-183I5VS,20161212,1,0,U,U,1, 
5,3,AR0190000,5F1Z-183IJVS,20161213,1,0,M,W,1, 
5,3,AR0190000,5F1Z-183IKVS,20161213,1,0,M,W,1, 
5,3,AR0190000,5F1Z-183IPVS,20161207,1,30,M,B,1, 
5,3,AR0190000,5F1Z-183N4VS,20161217,1,19,M,B,1, 
5,3,AR0190000,5F1Z-183NQVS,20161218,1,53,F,W,1, 
5,3,AR0190000,5F1Z-183NWVS,20161221,1,0,U,U,1, 
5,3,AR0190000,5F1Z-183U4VS,20161101,1,0,U,U,2, 
5,3,AR0190000,5F1Z-183U4VS,20161101,2,0,U,U, , 
5,3,AR0190000,5F1Z-183U5VS,20161208,1,0,U,U,1, 
5,3,AR0190000,5F1Z-183U7VS,20161201,1,0,U,U,1, 
5,3,AR0190000,5F1Z-183ULVS,20161130,1,31,M,W,1,N
5,3,AR0190000,5F1Z-183UWVS,20161201,1,54,M,W,1, 
5,3,AR0190000,5F1Z-1A30JVS,20161115,1,0,U,U,1, 
5,3,AR0190000,5F1Z-1A30LVS,20161114,1,42,M,W,1, 
5,3,AR0190000,5F1Z-1A30YVS,20161115,1,37,F,W,1, 
5,3,AR0190000,5F1Z-1A3HPUO,20161029,1,0,M,W,1, 
5,3,AR0190000,5F1Z-1A3HQVS,20161101,1,0,M,B,2, 
5,3,AR0190000,5F1Z-1A3HQVS,20161101,2,0,M,B, , 
5,3,AR0190000,5F1Z-1A3JKVS,20161013,1,56,F,W,1, 
5,3,AR0190000,5F1Z-1A3JLVS,20161109,1,45,M,W,1, 
5,3,AR0190000,5F1Z-1A3JWVS,20161109,1,29,M,W,1, 
5,3,AR0190000,5F1Z-1A3JYVS,20161108,1,51,M,W,1,N
5,3,AR0190000,5F1Z-1A3MJVS,20161102,1,0,U,U,1, 
5,3,AR0190000,5F1Z-1A3MYVS,20161015,1,0,U,U,1,N
5,3,AR0190000,5F1Z-1A3UPVS,20161129,1,20,F,W,1, 
5,3,AR0190000,5F1Z-1A3UQVS,20161130,1,0,U,U,1, 
5,3,AR0190000,5F1Z-1A3Z4VS,20161101,1,47,U,W,1, 
5,3,AR0190000,5F1Z-1A3ZJVS,20161126,1,70,M,W,1, 
5,3,AR0190000,5F1Z-1A3ZPVS,20161116,1,27,M,W,1,N
5,3,AR0190000,5F1Z-1A3ZYVS,20161114,1,25,U,U,2,N
5,3,AR0190000,5F1Z-1A3ZYVS,20161114,2,36,M,W, , 
5,3,AR0190000,9C-4J8Z8F39G,20160910,1,19,F,W,1,U
5,3,AR0190000,TL-WP9L9SCTD,20160524,1,34,M,W,1,U
5,3,AR0190000,YA10-1830WVS,20160105,1,0,U,U,1,U
5,3,AR0190000,YA1Z-02304VS,20160719,1,25,M,W,1,U
5,3,AR0190000,YA1Z-02305VS,20160722,1,38,F,U,1,U
5,3,AR0190000,YA1Z-0230LVS,20160721,1,47,F,U,1,U
5,3,AR0190000,YA1Z-0230PVS,20160718,1,0,U,U,1,U
5,3,AR0190000,YA1Z-023H7VS,20160704,1,0,U,U,1,U
5,3,AR0190000,YA1Z-023HLVS,20160704,1,33,M,B,1,U
