V5001,V5002,V5003,case_number,V5005,V5006,V5007,V5008,V5009,V5010,V5011
5,3,AR0040200,2W1I0U728LB4,20160111,1,0,M,W,2,N
5,3,AR0040200,2W1I0U728LB4,20160111,2,0,M,W, ,N
5,3,AR0040200,2W1I0U728LB8,20160124,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728LBI,20160127,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728LBW,20160115,1,20,F,W,3,N
5,3,AR0040200,2W1I0U728LBW,20160115,2,0,U,U, ,U
5,3,AR0040200,2W1I0U728LBW,20160115,3,19,M,W, ,N
5,3,AR0040200,2W1I0U728LBX,20160127,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728LJI,20160126,1,14,F,W,2,N
5,3,AR0040200,2W1I0U728LJI,20160126,2,15,F,W, ,N
5,3,AR0040200,2W1I0U728LJO,20160126,1,18,M,W,2,N
5,3,AR0040200,2W1I0U728LJO,20160126,2,18,M,W, ,N
5,3,AR0040200,2W1I0U728LJR,20151121,1,36,M,W,2,N
5,3,AR0040200,2W1I0U728LJR,20151121,2,45,M,W, ,N
5,3,AR0040200,2W1I0U728LJW,20160126,1,16,F,W,1,N
5,3,AR0040200,2W1I0U728LK4,20160127,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728LKD,20160127,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728LKI,20160128,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728LKX,20160127,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728LT,20160128,1,15,M,W,1,H
5,3,AR0040200,2W1I0U728LTO,20160104,1,26,F,W,1,N
5,3,AR0040200,2W1I0U728LX4,20160126,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728LXX,20160127,1,33,M,W,2,N
5,3,AR0040200,2W1I0U728LXX,20160127,2,34,M,B, ,N
5,3,AR0040200,2W1I0U728N D,20160105,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728N I,20160105,1,40,M,W,1,H
5,3,AR0040200,2W1I0U728N R,20160105,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728N W,20160103,1,25,F,W,1,N
5,3,AR0040200,2W1I0U728N0,20160101,1,36,M,W,1,N
5,3,AR0040200,2W1I0U728N04,20160101,1,30,M,B,1,N
5,3,AR0040200,2W1I0U728N08,20160101,1,31,M,W,1,N
5,3,AR0040200,2W1I0U728N0D,20160101,1,19,M,W,1,H
5,3,AR0040200,2W1I0U728N0I,20160101,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728N0N,20160101,1,28,M,W,1,N
5,3,AR0040200,2W1I0U728N0O,20160101,1,0,U,U,2,U
5,3,AR0040200,2W1I0U728N0O,20160101,2,21,M,W, ,N
5,3,AR0040200,2W1I0U728N0W,20160101,1,38,M,I,1,N
5,3,AR0040200,2W1I0U728N24,20160102,1,23,M,W,1,H
5,3,AR0040200,2W1I0U728N2I,20160102,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728N2O,20160101,1,24,F,W,1,N
5,3,AR0040200,2W1I0U728N2R,20160102,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728N64,20160102,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728N6I,20160104,1,23,M,W,1,H
5,3,AR0040200,2W1I0U728N8,20160102,1,55,M,W,1,H
5,3,AR0040200,2W1I0U728N84,20160105,1,55,M,W,1,H
5,3,AR0040200,2W1I0U728N88,20160105,1,39,M,U,1,N
5,3,AR0040200,2W1I0U728N8D,20160105,1,13,F,W,1,U
5,3,AR0040200,2W1I0U728N8O,20160104,1,26,M,W,1,N
5,3,AR0040200,2W1I0U728N8W,20160102,1,55,M,W,1,H
5,3,AR0040200,2W1I0U728N8X,20160105,1,39,M,W,1,H
5,3,AR0040200,2W1I0U728NB,20160102,1,30,F,W,1,N
5,3,AR0040200,2W1I0U728NBN,20160103,1,53,M,W,1,N
5,3,AR0040200,2W1I0U728NBO,20160102,1,26,M,W,1,N
5,3,AR0040200,2W1I0U728NBX,20160102,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728NK,20160103,1,50,M,W,1,N
5,3,AR0040200,2W1I0U728NK8,20160102,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728NKN,20160102,1,43,M,W,1,N
5,3,AR0040200,2W1I0U728NKR,20160102,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728NTR,20160103,1,18,M,W,1,H
5,3,AR0040200,2W1I0U728NTX,20160104,1,33,M,W,1,N
5,3,AR0040200,2W1I0U728NXN,20160102,1,16,M,W,2,H
5,3,AR0040200,2W1I0U728NXN,20160102,2,17,M,W, ,H
5,3,AR0040200,2W1I0U728NXR,20160102,1,19,M,W,3,N
5,3,AR0040200,2W1I0U728NXR,20160102,2,18,M,W, ,N
5,3,AR0040200,2W1I0U728NXR,20160102,3,17,M,W, ,N
5,3,AR0040200,2W1I0U728X,20160128,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X O,20160131,1,22,M,W,2,H
5,3,AR0040200,2W1I0U728X O,20160131,2,20,M,W, ,H
5,3,AR0040200,2W1I0U728X W,20160128,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X X,20151111,1,54,M,W,1,H
5,3,AR0040200,2W1I0U728X0I,20160122,1,0,U,U,2,U
5,3,AR0040200,2W1I0U728X0I,20160122,2,0,U,U, ,U
5,3,AR0040200,2W1I0U728X0X,20160129,1,17,F,W,6,N
5,3,AR0040200,2W1I0U728X0X,20160129,2,18,F,W, ,H
5,3,AR0040200,2W1I0U728X0X,20160129,3,17,M,W, ,H
5,3,AR0040200,2W1I0U728X0X,20160129,4,18,F,W, ,N
5,3,AR0040200,2W1I0U728X0X,20160129,5,21,M,B, ,N
5,3,AR0040200,2W1I0U728X0X,20160129,6,17,F,W, ,H
5,3,AR0040200,2W1I0U728X24,20160129,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X2D,20160126,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X2I,20160130,1,37,M,W,2,N
5,3,AR0040200,2W1I0U728X2I,20160130,2,28,M,W, ,N
5,3,AR0040200,2W1I0U728X2O,20160130,1,41,F,W,1,H
5,3,AR0040200,2W1I0U728X2W,20160129,1,15,M,W,3,N
5,3,AR0040200,2W1I0U728X2W,20160129,2,16,M,W, ,N
5,3,AR0040200,2W1I0U728X2W,20160129,3,15,M,W, ,N
5,3,AR0040200,2W1I0U728X6,20160129,1,41,M,W,1,N
5,3,AR0040200,2W1I0U728X64,20160131,1,0,U,U,2,U
5,3,AR0040200,2W1I0U728X64,20160131,2,17,M,W, ,N
5,3,AR0040200,2W1I0U728X68,20160101,1,85,M,W,1,N
5,3,AR0040200,2W1I0U728X6I,20160130,2,45,M,W,1,N
5,3,AR0040200,2W1I0U728X6X,20160131,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X8,20160127,1,26,M,W,1,N
5,3,AR0040200,2W1I0U728X84,20160131,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X88,20160201,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X8D,20160131,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X8I,20160201,1,21,F,U,1,N
5,3,AR0040200,2W1I0U728X8R,20160129,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X8W,20160131,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728X8X,20160130,1,29,M,W,1,N
5,3,AR0040200,2W1I0U728XB,20160129,1,38,F,W,2,N
5,3,AR0040200,2W1I0U728XB,20160129,2,40,M,W, ,N
5,3,AR0040200,2W1I0U728XB4,20160129,1,31,M,W,1,N
5,3,AR0040200,2W1I0U728XBD,20160130,1,31,F,W,1,N
5,3,AR0040200,2W1I0U728XBW,20160130,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XBX,20160130,1,28,F,W,1,H
5,3,AR0040200,2W1I0U728XJ,20160128,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XJ4,20160128,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XJI,20160128,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XJR,20160128,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XJW,20160129,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XJX,20160128,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XK4,20160130,1,30,M,W,2,N
5,3,AR0040200,2W1I0U728XK4,20160130,2,25,F,W, ,N
5,3,AR0040200,2W1I0U728XK8,20160130,1,15,M,W,1,H
5,3,AR0040200,2W1I0U728XKD,20160130,1,32,M,W,1,N
5,3,AR0040200,2W1I0U728XKN,20160131,1,16,F,W,2,N
5,3,AR0040200,2W1I0U728XKN,20160131,2,15,F,W, ,N
5,3,AR0040200,2W1I0U728XKR,20160130,1,25,M,W,1,H
5,3,AR0040200,2W1I0U728XKX,20160130,1,33,M,W,1,N
5,3,AR0040200,2W1I0U728XT,20160131,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XT8,20160130,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XTD,20160130,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XTN,20160130,1,27,M,W,1,N
5,3,AR0040200,2W1I0U728XTO,20160130,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XTR,20160130,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XTW,20160131,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XTX,20160130,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XXI,20160129,1,31,F,W,1,N
5,3,AR0040200,2W1I0U728XXN,20160129,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XXO,20160106,1,31,M,B,1,N
5,3,AR0040200,2W1I0U728XXR,20160129,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728XXX,20160129,1,25,M,W,1,N
5,3,AR0040200,2W1I0U728Y,20160119,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y 8,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y D,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y W,20160118,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y X,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y04,20160106,1,38,M,W,1,N
5,3,AR0040200,2W1I0U728Y0I,20160116,1,14,F,W,2,N
5,3,AR0040200,2W1I0U728Y0I,20160116,2,14,F,W, ,N
5,3,AR0040200,2W1I0U728Y0O,20160115,1,0,U,U,4,U
5,3,AR0040200,2W1I0U728Y0O,20160115,2,18,M,W, ,N
5,3,AR0040200,2W1I0U728Y0O,20160115,3,16,M,W, ,N
5,3,AR0040200,2W1I0U728Y0O,20160115,4,16,M,W, ,N
5,3,AR0040200,2W1I0U728Y0R,20160116,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y0W,20160116,1,35,F,W,1,N
5,3,AR0040200,2W1I0U728Y0X,20160116,1,40,M,W,1,N
5,3,AR0040200,2W1I0U728Y2,20160117,1,51,M,W,2,N
5,3,AR0040200,2W1I0U728Y2,20160117,2,41,F,W, ,N
5,3,AR0040200,2W1I0U728Y2D,20160117,1,18,M,W,1,N
5,3,AR0040200,2W1I0U728Y2I,20160117,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y68,20160119,1,48,M,W,1,H
5,3,AR0040200,2W1I0U728Y6D,20160119,1,35,M,W,1,N
5,3,AR0040200,2W1I0U728Y6I,20160117,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y6R,20160119,1,26,M,W,1,N
5,3,AR0040200,2W1I0U728Y6W,20160117,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y8,20160119,1,23,M,W,1,N
5,3,AR0040200,2W1I0U728Y88,20160119,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y8D,20160120,1,0,U,U,2,U
5,3,AR0040200,2W1I0U728Y8D,20160120,2,33,M,W, ,N
5,3,AR0040200,2W1I0U728Y8I,20160109,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y8N,20160109,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y8R,20160119,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728Y8W,20160119,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YB,20160118,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YB4,20160117,1,38,M,W,1,N
5,3,AR0040200,2W1I0U728YBR,20160108,1,26,M,W,1,N
5,3,AR0040200,2W1I0U728YBX,20160118,1,23,F,W,1,H
5,3,AR0040200,2W1I0U728YJ,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YJ4,20160116,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YJ8,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YJD,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YJI,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YJN,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YJW,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YJX,20160115,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YK4,20160118,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YKD,20160118,1,26,F,W,2,N
5,3,AR0040200,2W1I0U728YKD,20160118,2,0,M,U, ,U
5,3,AR0040200,2W1I0U728YKI,20160116,1,46,M,W,1,N
5,3,AR0040200,2W1I0U728YKN,20160118,1,39,M,W,1,N
5,3,AR0040200,2W1I0U728YKO,20151223,1,45,M,W,1,N
5,3,AR0040200,2W1I0U728YT4,20160118,1,24,M,W,1,N
5,3,AR0040200,2W1I0U728YT8,20160118,1,58,M,W,1,N
5,3,AR0040200,2W1I0U728YTI,20160116,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YTN,20160119,1,24,M,W,1,N
5,3,AR0040200,2W1I0U728YTO,20160118,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YXD,20160116,1,0,U,U,2,U
5,3,AR0040200,2W1I0U728YXD,20160116,2,37,M,W, , 
5,3,AR0040200,2W1I0U728YXI,20160116,1,0,U,U,1,U
5,3,AR0040200,2W1I0U728YXN,20160117,1,0,U,U,3,U
5,3,AR0040200,2W1I0U728YXN,20160117,2,0,U,U, ,U
5,3,AR0040200,2W1I0U728YXN,20160117,3,0,U,U, ,U
5,3,AR0040200,2W1I0U728YXO,20160117,1,15,F,W,1,H
5,3,AR0040200,2W1I0U728YXX,20160117,1,38,M,W,1,N
5,3,AR0040200,2W1I0U7292 4,20160226,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7292 D,20160304,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7292 N,20160303,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7292 X,20160304,1,19,M,W,1,N
5,3,AR0040200,2W1I0U72920,20160301,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72920D,20160302,1,19,M,W,1,N
5,3,AR0040200,2W1I0U72920O,20160302,1,0,U,U,2,U
5,3,AR0040200,2W1I0U72920O,20160302,2,15,M,W, ,N
5,3,AR0040200,2W1I0U72922I,20160101,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72922N,20160302,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729268,20160304,1,15,M,W,2,N
5,3,AR0040200,2W1I0U729268,20160304,2,14,M,W, ,N
5,3,AR0040200,2W1I0U72926D,20160304,1,25,F,W,1,N
5,3,AR0040200,2W1I0U72926N,20160229,1,25,F,W,1,N
5,3,AR0040200,2W1I0U72928N,20160225,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72928X,20160205,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7292B4,20160303,1,14,M,W,1,N
5,3,AR0040200,2W1I0U7292BN,20160303,1,15,F,B,2,N
5,3,AR0040200,2W1I0U7292BN,20160303,2,0,U,U, ,U
5,3,AR0040200,2W1I0U7292BW,20160303,1,28,M,W,1,N
5,3,AR0040200,2W1I0U7292BX,20160303,1,41,U,U,1, 
5,3,AR0040200,2W1I0U7292J,20160302,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7292J8,20160302,1,0,M,U,1,U
5,3,AR0040200,2W1I0U7292JD,20160301,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7292JO,20160302,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7292JX,20160302,1,25,F,W,1,N
5,3,AR0040200,2W1I0U7292K,20160303,1,38,M,W,1,N
5,3,AR0040200,2W1I0U7292KI,20160303,1,19,M,W,1,H
5,3,AR0040200,2W1I0U7292KN,20160303,1,24,M,W,1,N
5,3,AR0040200,2W1I0U7292KO,20160303,1,30,M,W,1,H
5,3,AR0040200,2W1I0U7292KX,20160303,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7292T,20160303,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7292T4,20160303,1,18,M,W,2,H
5,3,AR0040200,2W1I0U7292T4,20160303,2,18,M,W, ,H
5,3,AR0040200,2W1I0U7292TD,20160304,1,45,M,W,1,N
5,3,AR0040200,2W1I0U7292TR,20160217,1,0,M,U,2,U
5,3,AR0040200,2W1I0U7292TR,20160217,2,0,U,U, ,U
5,3,AR0040200,2W1I0U7292X4,20160302,1,29,M,W,1,N
5,3,AR0040200,2W1I0U7292X8,20160223,1,32,M,W,1,N
5,3,AR0040200,2W1I0U7292XO,20160302,1,33,M,W,1,N
5,3,AR0040200,2W1I0U7292XR,20160302,1,40,M,W,1,N
5,3,AR0040200,2W1I0U7292XW,20160302,1,19,M,W,1,H
5,3,AR0040200,2W1I0U7294 D,20160218,1,23,F,B,2,N
5,3,AR0040200,2W1I0U7294 D,20160218,2,22,F,W, ,N
5,3,AR0040200,2W1I0U7294 I,20160220,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7294 N,20160220,1,38,M,W,1,N
5,3,AR0040200,2W1I0U72940,20160218,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729404,20160218,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729408,20160218,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72940I,20160219,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72940O,20160219,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72940W,20160218,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729424,20160217,1,0,U,U,2,U
5,3,AR0040200,2W1I0U729424,20160217,2,22,M,W, ,H
5,3,AR0040200,2W1I0U729428,20160219,1,18,M,W,1,N
5,3,AR0040200,2W1I0U72942D,20160217,1,0,M,W,2,N
5,3,AR0040200,2W1I0U72942D,20160217,2,0,U,U, ,U
5,3,AR0040200,2W1I0U72942I,20160219,1,43,M,W,1,N
5,3,AR0040200,2W1I0U72942O,20160219,1,30,M,U,1,U
5,3,AR0040200,2W1I0U72942W,20160218,1,0,U,U,2,U
5,3,AR0040200,2W1I0U72942W,20160218,2,22,M,W, ,H
5,3,AR0040200,2W1I0U72942X,20160219,1,26,M,B,1,N
5,3,AR0040200,2W1I0U729464,20160219,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729468,20160122,1,38,M,W,1,N
5,3,AR0040200,2W1I0U72946D,20160217,1,47,M,W,1,N
5,3,AR0040200,2W1I0U72946W,20160220,1,36,M,W,1,N
5,3,AR0040200,2W1I0U729488,20160221,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72948I,20160220,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72948N,20160221,1,46,M,W,1,N
5,3,AR0040200,2W1I0U72948O,20160221,1,50,M,W,1,N
5,3,AR0040200,2W1I0U72948R,20160221,1,37,M,W,1,N
5,3,AR0040200,2W1I0U72948W,20160221,2,24,F,W,1,N
5,3,AR0040200,2W1I0U72948X,20160220,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7294B,20160219,1,17,M,B,1,N
5,3,AR0040200,2W1I0U7294B8,20160219,1,23,M,W,1,N
5,3,AR0040200,2W1I0U7294BD,20160219,1,17,M,W,1,N
5,3,AR0040200,2W1I0U7294BN,20160219,1,33,F,W,3,N
5,3,AR0040200,2W1I0U7294BN,20160219,2,17,M,W, ,N
5,3,AR0040200,2W1I0U7294BN,20160219,3,16,M,W, ,N
5,3,AR0040200,2W1I0U7294JN,20160219,1,20,M,W,1,H
5,3,AR0040200,2W1I0U7294JR,20160131,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7294JW,20160218,1,22,M,W,1,N
5,3,AR0040200,2W1I0U7294K8,20160219,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7294KD,20160220,1,27,M,W,1,N
5,3,AR0040200,2W1I0U7294KN,20160216,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7294KO,20160218,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7294KW,20160220,1,27,F,W,1,N
5,3,AR0040200,2W1I0U7294T4,20160218,1,29,M,W,2,N
5,3,AR0040200,2W1I0U7294T4,20160218,2,28,F,W, ,N
5,3,AR0040200,2W1I0U7294TD,20160219,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7294TI,20160220,1,29,M,W,1,H
5,3,AR0040200,2W1I0U7294TX,20160219,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7294XD,20160219,1,0,U,U,2,U
5,3,AR0040200,2W1I0U7294XD,20160219,2,0,U,U, ,U
5,3,AR0040200,2W1I0U7294XI,20160219,1,18,M,W,2,N
5,3,AR0040200,2W1I0U7294XI,20160219,2,16,M,W, ,N
5,3,AR0040200,2W1I0U7296 4,20160211,1,36,F,W,1,N
5,3,AR0040200,2W1I0U7296 8,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296 I,20160211,1,41,U,U,1, 
5,3,AR0040200,2W1I0U7296 W,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296 X,20160211,1,41,U,U,1,U
5,3,AR0040200,2W1I0U72960,20160207,1,24,F,W,1,N
5,3,AR0040200,2W1I0U729608,20160210,1,46,F,W,1,N
5,3,AR0040200,2W1I0U72960D,20160210,1,38,F,W,1,N
5,3,AR0040200,2W1I0U72960N,20160210,1,18,M,W,2,N
5,3,AR0040200,2W1I0U72960N,20160210,2,20,M,W, ,N
5,3,AR0040200,2W1I0U72960W,20160209,1,0,M,W,1,N
5,3,AR0040200,2W1I0U72962D,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72962I,20160210,1,46,M,W,1,N
5,3,AR0040200,2W1I0U72962N,20160210,1,39,F,W,1,H
5,3,AR0040200,2W1I0U72962X,20160117,1,18,M,W,1,N
5,3,AR0040200,2W1I0U729668,20160202,1,18,M,W,2,N
5,3,AR0040200,2W1I0U729668,20160202,2,24,M,W, ,N
5,3,AR0040200,2W1I0U72966D,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72966I,20160211,1,32,M,B,1,N
5,3,AR0040200,2W1I0U72966R,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72966W,20160211,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72968,20160209,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729684,20160211,1,0,M,U,2,U
5,3,AR0040200,2W1I0U729684,20160211,2,0,M,U, ,U
5,3,AR0040200,2W1I0U72968I,20160211,1,21,M,W,1,N
5,3,AR0040200,2W1I0U7296B8,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296BD,20160210,1,42,M,W,1,N
5,3,AR0040200,2W1I0U7296BN,20160207,1,24,F,W,1,N
5,3,AR0040200,2W1I0U7296BR,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296J4,20151213,1,38,M,W,1,N
5,3,AR0040200,2W1I0U7296JD,20160128,1,38,M,W,2,N
5,3,AR0040200,2W1I0U7296JD,20160128,2,0,F,W, ,N
5,3,AR0040200,2W1I0U7296JI,20160127,1,38,M,W,2,N
5,3,AR0040200,2W1I0U7296JI,20160127,2,27,F,W, , 
5,3,AR0040200,2W1I0U7296JO,20160129,1,38,M,W,3,N
5,3,AR0040200,2W1I0U7296JO,20160129,2,18,M,W, ,N
5,3,AR0040200,2W1I0U7296JO,20160129,3,27,F,W, , 
5,3,AR0040200,2W1I0U7296JW,20160209,1,40,M,W,1,N
5,3,AR0040200,2W1I0U7296JX,20160201,1,38,M,W,2,N
5,3,AR0040200,2W1I0U7296JX,20160201,2,27,F,W, , 
5,3,AR0040200,2W1I0U7296K,20160207,1,24,F,W,1,N
5,3,AR0040200,2W1I0U7296K4,20160207,1,24,F,W,1,N
5,3,AR0040200,2W1I0U7296K8,20160207,1,24,F,W,1,N
5,3,AR0040200,2W1I0U7296KD,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296KI,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296KN,20160211,1,24,F,U,1,N
5,3,AR0040200,2W1I0U7296KW,20160207,1,24,F,W,1,N
5,3,AR0040200,2W1I0U7296KX,20160211,1,21,M,W,1,N
5,3,AR0040200,2W1I0U7296T,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296T4,20160211,1,21,F,W,1,N
5,3,AR0040200,2W1I0U7296T8,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296TI,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296TN,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296TR,20160211,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296TW,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296TX,20160204,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7296X4,20160210,1,17,M,W,1,H
5,3,AR0040200,2W1I0U7296XN,20160210,1,0,M,U,1,U
5,3,AR0040200,2W1I0U7296XO,20160210,1,43,F,W,1,H
5,3,AR0040200,2W1I0U7296XW,20160210,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7297 4,20160214,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7297 D,20150801,1,22,M,W,1,H
5,3,AR0040200,2W1I0U7297 I,20160214,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7297 N,20160215,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7297 O,20160214,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7297 R,20160214,1,0,U,U,1,U
5,3,AR0040200,2W1I0U7297 W,20160214,1,40,F,W,1,N
5,3,AR0040200,2W1I0U729704,20160211,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72970O,20160212,1,26,F,W,1,N
5,3,AR0040200,2W1I0U72970W,20160205,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729728,20160205,1,43,M,W,1,N
5,3,AR0040200,2W1I0U72972I,20160212,1,31,M,W,1,H
5,3,AR0040200,2W1I0U72972R,20160211,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72972X,20160212,1,18,F,W,1,H
5,3,AR0040200,2W1I0U72976,20160213,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729764,20160213,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729768,20160214,1,27,M,W,1,H
5,3,AR0040200,2W1I0U72976D,20160214,1,30,F,W,1,N
5,3,AR0040200,2W1I0U72976N,20160214,1,28,M,W,1,N
5,3,AR0040200,2W1I0U72976O,20160214,1,13,M,W,1,N
5,3,AR0040200,2W1I0U72976R,20160214,1,65,M,W,2,H
5,3,AR0040200,2W1I0U72976R,20160214,2,50,F,W, ,H
5,3,AR0040200,2W1I0U72976W,20160213,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72978,20160215,1,0,U,U,1,U
5,3,AR0040200,2W1I0U729788,20160214,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72978I,20160214,1,0,U,U,1,U
5,3,AR0040200,2W1I0U72978N,20160215,1,18,M,W,1,H
5,3,AR0040200,2W1I0U72978W,20160215,1,0,U,U,1,U
